"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","85:245","0.566000","1"
"2","Embrace","365:605","0.559167","1"
"3","Embrace","725:2525","0.632591","1"
"4","Embrace","2645:3245","0.564937","1"
"5","Embrace","3365:3565","0.603833","1"
"6","Embrace","3845:5245","0.552250","1"
"7","Embrace","5565:5845","0.443571","0"
"8","Embrace","6085:6285","0.520167","1"
"9","Embrace","8245:8405","0.449000","0"
"10","Embrace","11405:11485","0.486667","0"
"11","Embrace","13245:13325","0.215500","0"
"12","Embrace","14845:15005","0.495000","0"
"13","Embrace","18005:18285","0.730714","1"
"14","Embrace","19485:19685","0.481833","0"
"15","Embrace","21365:21445","0.197667","0"
"16","Embrace","21605:22005","0.602200","1"
"17","Embrace","22605:22725","0.902250","1"
"18","Embrace","22925:23085","0.372000","0"
"19","Embrace","24525:24725","0.296200","0"
"20","Embrace","24965:25045","0.157000","0"
"21","Embrace","26245:28205","0.545298","1"
"22","Embrace","28485:28805","0.631667","1"
"23","Embrace","29085:29165","0.155000","0"
"24","Embrace","29525:30085","0.452231","0"
"25","Embrace","30325:30565","0.276500","0"
"26","Embrace","30925:31645","0.701000","1"
"27","Embrace","31925:32005","0.544000","1"
"28","Embrace","32525:32765","0.551667","1"
"29","Embrace","35125:35325","0.445750","0"
"30","Embrace","36045:36405","0.554500","1"
"31","Embrace","36605:37045","0.594125","1"
"32","Embrace","37165:37605","0.462636","0"
"33","Embrace","37805:38445","0.519400","1"
"34","Embrace","38565:39085","0.701455","1"
"35","Embrace","39285:40325","0.683840","1"
"36","Embrace","40685:40805","0.826667","1"
"37","Embrace","44045:44285","0.533714","1"
"38","Embrace","47205:47325","0.679500","1"
"39","Embrace","47645:47725","0.556000","1"
"40","Embrace","47845:47925","0.271500","0"
"41","Embrace","48725:48845","0.871250","1"
"42","Embrace","49085:49365","0.727375","1"
"43","Embrace","49485:49605","0.465333","0"
"44","Embrace","50045:50165","0.519000","1"
"45","Embrace","50565:50725","0.531600","1"
"46","Embrace","51005:51445","0.674455","1"
"47","Embrace","51805:51885","0.389500","0"
"48","Embrace","52005:52085","0.554000","1"
"49","Embrace","52205:52365","0.539750","1"
"50","Embrace","52485:52645","0.322500","0"
"51","Embrace","52965:53125","0.298500","0"
"52","Embrace","53565:53725","0.735400","1"
"53","Embrace","54325:54685","0.315000","0"
"54","Embrace","57165:57325","0.564000","1"
"55","Embrace","57645:57845","0.212750","0"
"56","Embrace","57965:58125","0.523333","1"
"57","Embrace","61645:61845","0.574800","1"
"58","Embrace","62085:62405","0.396857","0"
"59","Embrace","62685:62765","0.147667","0"
"60","Embrace","63085:63205","0.453750","0"
"61","Embrace","63365:63485","0.337000","0"
"62","Embrace","63925:66205","0.538055","1"
"63","Embrace","66325:67885","0.528947","1"
"64","Embrace","68045:68445","0.328750","0"
"65","Embrace","69085:69205","0.500250","1"
"66","Embrace","69565:70285","0.578786","1"
"67","Embrace","71445:71645","0.237500","0"
"68","Embrace","72005:72125","0.305250","0"
"69","Embrace","72405:72485","0.327000","0"
"70","Embrace","73165:73285","0.242750","0"
"71","Embrace","73645:73725","0.317667","0"
"72","Embrace","75005:75125","0.633500","1"
"73","Embrace","75285:75445","0.244400","0"
"74","Embrace","75565:75725","0.267250","0"
"75","Embrace","75965:76085","0.177000","0"
"76","Embrace","77085:77205","0.448333","0"
"77","Embrace","78285:79885","0.469944","0"
"78","Embrace","80005:80125","0.442000","0"
"79","Embrace","80885:80965","0.407667","0"
"80","Embrace","81685:81885","0.353400","0"
"81","Embrace","82285:82765","0.624083","1"
"82","Embrace","83405:83965","0.312833","0"
"83","Embrace","84125:84205","0.557000","1"
"84","Embrace","84645:84925","0.474375","0"
"85","Embrace","85245:85565","0.483125","0"
"86","Embrace","86165:86285","0.607750","1"
"87","Embrace","86845:86925","0.764667","1"
"88","Embrace","87045:87125","0.816000","1"
"89","Embrace","87245:87365","0.697500","1"
"90","Embrace","87845:88125","0.324625","0"
"91","Embrace","88285:88525","0.245400","0"
"92","Embrace","88805:89885","0.468679","0"
"93","Embrace","90005:90405","0.423600","0"
"94","Embrace","90525:90925","0.481111","0"
"95","Embrace","91325:93165","0.452209","0"
"96","Embrace","93605:94485","0.397682","0"
"97","Embrace","94685:95445","0.548316","1"
"98","Embrace","95565:96125","0.313923","0"
"99","Embrace","96285:96445","0.423333","0"
"100","Embrace","96605:97325","0.532824","1"
"101","Embrace","97485:98045","0.452100","0"
"102","Embrace","98165:98725","0.508615","1"
"103","Embrace","98845:98925","0.515667","1"
"104","Embrace","99725:100525","0.430133","0"
"105","Embrace","101085:101165","0.560000","1"
"106","Embrace","101285:101685","0.472900","0"
"107","Embrace","102445:103085","0.676000","1"
"108","Embrace","104085:104605","0.667333","1"
"109","Embrace","106925:107205","0.686875","1"
"110","Embrace","108445:108645","0.500250","1"
"111","Embrace","108965:109605","0.436267","0"
"112","Embrace","110445:110525","0.345000","0"
"113","Embrace","110645:110805","0.414500","0"
"114","Embrace","111045:111245","0.314200","0"
"115","Embrace","113765:113845","0.842000","1"
"116","Embrace","114765:114845","0.590500","1"
"117","Embrace","115365:115605","0.302333","0"
"118","Embrace","115725:116405","0.359647","0"
"119","Embrace","116525:116725","0.641500","1"
"120","Embrace","116845:117285","0.352556","0"
"121","Embrace","117445:118285","0.478143","0"
"122","Embrace","118405:119525","0.452538","0"
"123","Embrace","119685:120045","0.571222","1"
"124","Embrace","120205:120485","0.537286","1"
"125","Embrace","122085:122485","0.505111","1"
"126","Embrace","122805:124245","0.592788","1"
"127","Embrace","125205:125325","0.663333","1"
"128","Embrace","125445:129845","0.561206","1"
"129","Embrace","129965:133285","0.534061","1"
"130","Embrace","134125:134285","0.262250","0"
"131","Embrace","134685:135285","0.577615","1"
"132","Embrace","135445:135725","0.567429","1"
"133","Embrace","136285:136885","0.551000","1"
"134","Embrace","137045:137165","0.392500","0"
"135","Embrace","138525:139325","0.734000","1"
"136","Embrace","140845:141245","0.444200","0"
"137","Embrace","142325:142485","0.276250","0"
"138","Embrace","143125:143325","0.487200","0"
"139","Embrace","143565:143725","0.386200","0"
"140","Embrace","147845:147925","0.492667","0"
"141","Embrace","148085:148205","0.304750","0"
"142","Embrace","149325:149405","0.520000","1"
"143","Embrace","149885:151165","0.318844","0"
"144","Embrace","151565:151645","0.660000","1"
"145","Embrace","152125:153245","0.686138","1"
"146","Embrace","153645:154045","0.562750","1"
"147","Embrace","154165:154805","0.396000","0"
"148","Embrace","155245:155365","0.195000","0"
"149","Embrace","155965:156325","0.509333","1"
"150","Embrace","156525:157085","0.388167","0"
"151","Embrace","157405:157565","0.459750","0"
"152","Embrace","157925:158045","0.257333","0"
"153","Embrace","158325:158525","0.333800","0"
"154","Embrace","158685:159485","0.499333","0"
"155","Embrace","159725:160485","0.665588","1"
"156","Embrace","160925:161005","0.338333","0"
"157","Embrace","161285:161485","0.480000","0"
"158","Embrace","162285:163365","0.425615","0"
"159","Embrace","163885:164445","0.581067","1"
"160","Embrace","165045:165285","0.603571","1"
"161","Embrace","165445:165525","0.326000","0"
"162","Embrace","166165:166365","0.575400","1"
"163","Embrace","166645:166845","0.248500","0"
"164","Embrace","167005:167245","0.395500","0"
"165","Embrace","167365:167565","0.415200","0"
"166","Embrace","168365:168965","0.506200","1"
"167","Embrace","169525:170485","0.383864","0"
"168","Embrace","173405:173485","0.358667","0"
"169","Embrace","173685:173885","0.465200","0"
"170","Embrace","175005:175365","0.294250","0"
"171","Embrace","176485:176765","0.462000","0"
"172","Embrace","177205:177565","0.434111","0"
"173","Embrace","177885:179045","0.479929","0"
"174","Embrace","179165:179805","0.376533","0"
"175","Embrace","179925:180245","0.348143","0"
"176","Embrace","180405:180525","0.168000","0"
"177","Embrace","181405:181525","0.363333","0"
"178","Embrace","182925:183285","0.740000","1"
"179","Embrace","184125:184965","0.514200","1"
"180","Embrace","185245:185365","0.237667","0"
"181","Embrace","185565:185685","0.327333","0"
"182","Embrace","185925:186525","0.338667","0"
"183","Embrace","186965:187405","0.492000","0"
"1","CellToEar","285:445","0.292750","0"
"2","CellToEar","725:1085","0.219571","0"
"3","CellToEar","1445:1565","0.240667","0"
"4","CellToEar","2165:3125","0.418917","0"
"5","CellToEar","3285:3725","0.283455","0"
"6","CellToEar","4005:4245","0.316333","0"
"7","CellToEar","4365:4485","0.177000","0"
"8","CellToEar","4725:5325","0.262933","0"
"9","CellToEar","5605:5925","0.202375","0"
"10","CellToEar","6045:6245","0.423000","0"
"11","CellToEar","6405:6485","0.195500","0"
"12","CellToEar","6645:6925","0.564143","1"
"13","CellToEar","8165:8405","0.260000","0"
"14","CellToEar","10405:10645","0.327833","0"
"15","CellToEar","11085:11485","0.165091","0"
"16","CellToEar","11805:13525","0.475077","0"
"17","CellToEar","14165:14245","0.114500","0"
"18","CellToEar","16765:16845","0.362000","0"
"19","CellToEar","16965:17605","0.297923","0"
"20","CellToEar","17925:18245","0.329833","0"
"21","CellToEar","18685:19125","0.224727","0"
"22","CellToEar","19285:19445","0.339667","0"
"23","CellToEar","19565:19725","0.310800","0"
"24","CellToEar","21005:21125","0.379000","0"
"25","CellToEar","21365:21805","0.340500","0"
"26","CellToEar","21925:22525","0.360643","0"
"27","CellToEar","22685:22765","0.230333","0"
"28","CellToEar","24165:24405","0.347833","0"
"29","CellToEar","24525:24605","0.146333","0"
"30","CellToEar","24925:25045","0.547667","1"
"31","CellToEar","25165:25445","0.174800","0"
"32","CellToEar","25805:26605","0.246250","0"
"33","CellToEar","26925:28125","0.244690","0"
"34","CellToEar","28245:28325","0.228500","0"
"35","CellToEar","28725:28805","0.117000","0"
"36","CellToEar","29205:30205","0.323143","0"
"37","CellToEar","30325:31085","0.283111","0"
"38","CellToEar","31205:32885","0.321692","0"
"39","CellToEar","33005:33365","0.414375","0"
"40","CellToEar","33805:33925","0.701667","1"
"41","CellToEar","35045:35205","0.304200","0"
"42","CellToEar","35605:35685","0.339000","0"
"43","CellToEar","36085:36285","0.256200","0"
"44","CellToEar","36445:36885","0.308000","0"
"45","CellToEar","37365:37885","0.168000","0"
"46","CellToEar","38045:38165","0.306250","0"
"47","CellToEar","39205:40525","0.204267","0"
