"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","64755:64995","0.377667","0"
"2","Embrace","135075:135235","0.474000","0"
"3","Embrace","171835:171995","0.602000","1"
"1","CellToEar","64675:64995","0.184556","0"
"2","CellToEar","104915:105115","0.369200","0"
"3","CellToEar","135035:135435","0.435818","0"
"4","CellToEar","167395:167515","0.180000","0"
"5","CellToEar","171835:171995","0.268250","0"
"1","Pointing","64675:64955","0.171833","0"
"2","Pointing","103595:103955","0.277500","0"
"3","Pointing","104075:104755","0.272231","0"
"4","Pointing","121955:122195","0.556571","1"
"5","Pointing","122355:122435","0.160000","0"
"6","Pointing","134995:135155","0.130750","0"
"7","Pointing","171835:171955","0.181000","0"
