"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","166945:167025","0.128667","0"
"2","Embrace","167585:167665","0.142333","0"
"3","Embrace","168185:168385","0.141250","0"
"4","Embrace","168545:169065","0.214077","0"
"5","Embrace","169185:169425","0.236857","0"
"1","CellToEar","109545:109665","0.170667","0"
"2","CellToEar","166825:167385","0.468267","0"
"3","CellToEar","167505:167665","0.448000","0"
"4","CellToEar","168185:168665","0.333455","0"
"5","CellToEar","168785:169425","0.196429","0"
"1","Pointing","166825:167225","0.265000","0"
"2","Pointing","167505:167825","0.189750","0"
"3","Pointing","168105:169145","0.303923","0"
"4","Pointing","169625:170025","0.291250","0"
