"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","5425:5625","0.253600","0"
"2","Embrace","19625:19745","0.400000","0"
"3","Embrace","20105:20185","0.243000","0"
"4","Embrace","20305:20705","0.527889","1"
"5","Embrace","20825:21505","0.286000","0"
"6","Embrace","21665:21745","0.249333","0"
"7","Embrace","22465:22945","0.290083","0"
"8","Embrace","23465:23585","0.553000","1"
"9","Embrace","45585:45785","0.223200","0"
"10","Embrace","51345:51425","0.255000","0"
"11","Embrace","51665:51785","0.155000","0"
"12","Embrace","59425:59545","0.477250","0"
"13","Embrace","60185:60265","0.174000","0"
"14","Embrace","73465:74105","0.516750","1"
"15","Embrace","75425:75705","0.474750","0"
"16","Embrace","92865:92945","0.374000","0"
"17","Embrace","96825:96945","0.379750","0"
"18","Embrace","105745:105865","0.446333","0"
"19","Embrace","109265:109385","0.192000","0"
"20","Embrace","147345:147425","0.395000","0"
"21","Embrace","151665:151745","0.568667","1"
"1","CellToEar","745:985","0.242600","0"
"2","CellToEar","1825:1905","0.467333","0"
"3","CellToEar","2705:3145","0.379900","0"
"4","CellToEar","4385:4625","0.131750","0"
"5","CellToEar","5185:5905","0.299125","0"
"6","CellToEar","6625:6745","0.192000","0"
"7","CellToEar","7545:7745","0.261000","0"
"8","CellToEar","8345:8585","0.526286","1"
"9","CellToEar","9505:9585","0.337333","0"
"10","CellToEar","9745:9825","0.201500","0"
"11","CellToEar","10905:10985","0.109500","0"
"12","CellToEar","13545:13625","0.131000","0"
"13","CellToEar","13945:14145","0.204600","0"
"14","CellToEar","15265:15345","0.159333","0"
"15","CellToEar","16385:16505","0.365667","0"
"16","CellToEar","16985:17105","0.241750","0"
"17","CellToEar","18785:18865","0.183000","0"
"18","CellToEar","19305:19665","0.309778","0"
"19","CellToEar","19825:19985","0.489200","0"
"20","CellToEar","20305:20505","0.231167","0"
"21","CellToEar","20665:20745","0.280667","0"
"22","CellToEar","22665:22825","0.130250","0"
"23","CellToEar","23625:23705","0.186500","0"
"24","CellToEar","24585:24705","0.296000","0"
"25","CellToEar","27105:27305","0.432333","0"
"26","CellToEar","28025:28145","0.228250","0"
"27","CellToEar","30585:30745","0.259000","0"
"28","CellToEar","34665:34985","0.460125","0"
"29","CellToEar","36145:36225","0.214333","0"
"30","CellToEar","37985:38065","0.222500","0"
"31","CellToEar","40505:40625","0.152667","0"
"32","CellToEar","42545:42665","0.181250","0"
"33","CellToEar","45305:45465","0.198750","0"
"34","CellToEar","46185:46265","0.122000","0"
"35","CellToEar","47185:47265","0.231000","0"
"36","CellToEar","48945:49025","0.505500","1"
"37","CellToEar","49145:49265","0.211333","0"
"38","CellToEar","50425:50505","0.286000","0"
"39","CellToEar","50905:51945","0.279360","0"
"40","CellToEar","52065:53705","0.241139","0"
"41","CellToEar","53825:53905","0.220333","0"
"42","CellToEar","57065:57145","0.550667","1"
"43","CellToEar","57585:57745","0.243800","0"
"44","CellToEar","59065:59145","0.230000","0"
"45","CellToEar","59425:59545","0.179000","0"
"46","CellToEar","60145:60545","0.218750","0"
"47","CellToEar","61905:61985","0.151500","0"
"48","CellToEar","62545:62625","0.128500","0"
"49","CellToEar","66825:66905","0.231667","0"
"50","CellToEar","70065:70185","0.147333","0"
"51","CellToEar","70665:70745","0.412500","0"
"52","CellToEar","71225:71305","0.171500","0"
"53","CellToEar","71425:71785","0.211571","0"
"54","CellToEar","73105:73225","0.165667","0"
"55","CellToEar","73345:73665","0.164500","0"
"56","CellToEar","74585:74865","0.175667","0"
"57","CellToEar","75825:75905","0.130000","0"
"58","CellToEar","76225:76305","0.169667","0"
"59","CellToEar","76705:77025","0.184000","0"
"60","CellToEar","77865:78065","0.193750","0"
"61","CellToEar","78825:79025","0.257500","0"
"62","CellToEar","80705:80785","0.232500","0"
"63","CellToEar","81345:81545","0.202333","0"
"64","CellToEar","83385:83465","0.249667","0"
"65","CellToEar","86585:86705","0.127667","0"
"66","CellToEar","87385:87465","0.122500","0"
"67","CellToEar","89145:89225","0.385500","0"
"68","CellToEar","89625:89705","0.280500","0"
