"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","37685:37805","0.551333","1"
"2","Embrace","40885:41165","0.280333","0"
"3","Embrace","45725:45805","0.240500","0"
"4","Embrace","45925:46005","0.482000","0"
"5","Embrace","46685:46805","0.766000","1"
"6","Embrace","47005:47085","0.646000","1"
"7","Embrace","86085:86365","0.527000","1"
"8","Embrace","92325:92565","0.425833","0"
"9","Embrace","126605:127125","0.312600","0"
"10","Embrace","129685:129805","0.193333","0"
"11","Embrace","129925:130005","0.177333","0"
"12","Embrace","143765:143845","0.682500","1"
"13","Embrace","165085:165405","0.355111","0"
"14","Embrace","165965:166085","0.201750","0"
"15","Embrace","166405:166525","0.262333","0"
"16","Embrace","166765:167365","0.529500","1"
"1","CellToEar","18805:18885","0.233000","0"
"2","CellToEar","19085:19165","0.178500","0"
"3","CellToEar","34285:34365","0.135667","0"
"4","CellToEar","37405:37805","0.434111","0"
"5","CellToEar","40725:41685","0.622478","1"
"6","CellToEar","41845:42005","0.561000","1"
"7","CellToEar","42845:43485","0.377529","0"
"8","CellToEar","44365:44765","0.207250","0"
"9","CellToEar","45805:46365","0.362692","0"
"10","CellToEar","46525:46885","0.516800","1"
"11","CellToEar","47045:47165","0.864750","1"
"12","CellToEar","86085:86365","0.532857","1"
"13","CellToEar","92085:92565","0.385923","0"
"14","CellToEar","126565:127125","0.256933","0"
"15","CellToEar","143765:143845","0.421500","0"
"16","CellToEar","164285:164485","0.476800","0"
"17","CellToEar","165005:165405","0.580400","1"
"18","CellToEar","165525:166605","0.326440","0"
"19","CellToEar","166765:167885","0.375000","0"
"20","CellToEar","168045:168325","0.112857","0"
"21","CellToEar","168565:168645","0.810000","1"
"22","CellToEar","168925:169285","0.451000","0"
"23","CellToEar","169805:170125","0.580444","1"
"1","Pointing","34205:34325","0.860500","1"
"2","Pointing","37685:37765","0.196500","0"
"3","Pointing","44605:44765","0.431400","0"
"4","Pointing","47005:47125","0.155000","0"
"5","Pointing","92365:92565","0.150200","0"
"6","Pointing","126565:127085","0.441200","0"
"7","Pointing","129685:130005","0.359000","0"
"8","Pointing","164405:164485","0.129000","0"
"9","Pointing","165405:165645","0.179000","0"
"10","Pointing","165965:166085","0.172000","0"
"11","Pointing","167085:167165","0.194333","0"
"12","Pointing","168565:168645","0.419333","0"
"13","Pointing","169205:169285","0.478333","0"
"14","Pointing","169805:169885","0.331000","0"
"15","Pointing","170045:170125","0.339667","0"
