"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","11045:11105","0.600000","1"
"2","Embrace","11145:11275","0.646571","1"
"3","Embrace","18195:18195","0.768000","1"
"4","Embrace","18235:18235","0.809000","1"
"5","Embrace","30665:30665","0.135000","0"
"6","Embrace","35135:35135","0.102000","0"
"7","Embrace","37045:37175","0.348538","0"
"8","Embrace","40925:40925","0.539000","1"
"9","Embrace","40965:40965","0.112000","0"
"10","Embrace","68805:68805","0.105000","0"
"11","Embrace","69065:69065","0.408000","0"
"12","Embrace","69235:69235","0.292000","0"
"13","Embrace","69285:69295","0.137500","0"
"14","Embrace","78985:79045","0.291800","0"
"15","Embrace","79205:79215","0.330500","0"
"16","Embrace","85985:85985","0.216000","0"
"17","Embrace","86115:86115","0.133000","0"
"18","Embrace","88695:88695","0.107000","0"
"19","Embrace","90515:90535","0.342000","0"
"1","Pointing","1755:1765","0.537000","1"
"2","Pointing","11045:11045","0.127000","0"
"3","Pointing","11085:11105","0.897333","1"
"4","Pointing","11135:11155","0.748667","1"
"5","Pointing","11235:11255","0.352000","0"
"6","Pointing","14035:14045","0.310500","0"
"7","Pointing","18085:18085","0.311000","0"
"8","Pointing","26345:26355","0.106000","0"
"9","Pointing","30505:30645","0.703400","1"
"10","Pointing","35095:35115","0.519333","1"
"11","Pointing","35165:35165","0.316000","0"
"12","Pointing","35235:35255","0.120500","0"
"13","Pointing","36735:36735","0.101000","0"
"14","Pointing","36875:37425","0.440346","0"
"15","Pointing","37665:37665","0.146000","0"
"16","Pointing","40925:41005","0.480444","0"
"17","Pointing","68125:68125","0.197000","0"
"18","Pointing","68745:68815","0.744143","1"
"19","Pointing","68855:68885","0.359000","0"
"20","Pointing","68985:68985","0.102000","0"
"21","Pointing","69025:69065","0.355667","0"
"22","Pointing","69095:69095","0.111000","0"
"23","Pointing","69235:69245","0.515000","1"
"24","Pointing","69285:69285","0.822000","1"
"25","Pointing","78985:78985","0.242000","0"
"26","Pointing","79015:79045","0.412333","0"
"27","Pointing","79195:79205","0.150000","0"
"28","Pointing","79475:79485","0.509500","1"
"29","Pointing","79725:79725","0.110000","0"
"30","Pointing","79785:79845","0.329143","0"
"31","Pointing","79985:80005","0.170500","0"
"32","Pointing","80035:80095","0.529600","1"
"33","Pointing","80165:80195","0.835000","1"
"34","Pointing","80225:80235","0.586000","1"
"35","Pointing","88195:88195","0.175000","0"
"36","Pointing","88575:88575","0.133000","0"
"37","Pointing","90525:90525","0.916000","1"
"38","Pointing","93345:93345","0.101000","0"
"1","CellToEar","1725:1755","0.251750","0"
"2","CellToEar","11095:11095","0.135000","0"
"3","CellToEar","11135:11165","0.192500","0"
"4","CellToEar","11225:11225","0.105000","0"
"5","CellToEar","11255:11265","0.191000","0"
"6","CellToEar","18085:18085","0.281000","0"
"7","CellToEar","30645:30645","0.201000","0"
"8","CellToEar","35095:35105","0.196000","0"
"9","CellToEar","35135:35145","0.251000","0"
"10","CellToEar","35445:35445","0.367000","0"
"11","CellToEar","36775:36775","0.257000","0"
"12","CellToEar","36805:36805","0.304000","0"
"13","CellToEar","36905:37295","0.558083","1"
"14","CellToEar","37355:37415","0.298714","0"
"15","CellToEar","37665:37685","0.359667","0"
"16","CellToEar","40925:40995","0.426333","0"
"17","CellToEar","68265:68295","0.199667","0"
"18","CellToEar","68755:68765","0.119500","0"
"19","CellToEar","69235:69235","0.272000","0"
"20","CellToEar","78965:78965","0.116000","0"
"21","CellToEar","79795:79805","0.141500","0"
"22","CellToEar","80005:80005","0.108000","0"
"23","CellToEar","80035:80035","0.148000","0"
"24","CellToEar","80175:80175","0.104000","0"
"25","CellToEar","85915:85915","0.267000","0"
"26","CellToEar","85945:85945","0.206000","0"
"27","CellToEar","85985:85985","0.360000","0"
"28","CellToEar","86125:86165","0.236200","0"
"29","CellToEar","88485:88495","0.171000","0"
"30","CellToEar","88575:88575","0.130000","0"
"31","CellToEar","90515:90515","0.358000","0"
