"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","3285:3365","0.261000","0"
"2","Embrace","7525:7765","0.506167","1"
"3","Embrace","8565:8765","0.417600","0"
"4","Embrace","8925:9045","0.438667","0"
"5","Embrace","10005:10085","0.128000","0"
"6","Embrace","11845:11925","0.302500","0"
"7","Embrace","26605:26685","0.570000","1"
"8","Embrace","29845:30085","0.273000","0"
"9","Embrace","30845:30925","0.164000","0"
"10","Embrace","31445:31565","0.501333","1"
"11","Embrace","48045:48165","0.670750","1"
"12","Embrace","49765:50005","0.662000","1"
"13","Embrace","50125:50205","0.135000","0"
"14","Embrace","51565:53445","0.613674","1"
"15","Embrace","53605:56085","0.663119","1"
"16","Embrace","56205:56685","0.643917","1"
"17","Embrace","65805:65965","0.437500","0"
"18","Embrace","66245:66525","0.677875","1"
"19","Embrace","66885:66965","0.566500","1"
"20","Embrace","67085:67325","0.315400","0"
"21","Embrace","68685:68765","0.312667","0"
"22","Embrace","69605:70005","0.411182","0"
"23","Embrace","73725:73845","0.477333","0"
"24","Embrace","76925:77205","0.377286","0"
"25","Embrace","81485:81605","0.203333","0"
"26","Embrace","84925:85005","0.477500","0"
"27","Embrace","87045:87125","0.662667","1"
"28","Embrace","89765:89845","0.378000","0"
"29","Embrace","94445:94565","0.199000","0"
"30","Embrace","102365:102565","0.279500","0"
"31","Embrace","102725:103445","0.520571","1"
"32","Embrace","109285:109405","0.492000","0"
"33","Embrace","110645:110845","0.448400","0"
"34","Embrace","113125:113205","0.509000","1"
"35","Embrace","114205:114285","0.147000","0"
"36","Embrace","114645:114725","0.473000","0"
"37","Embrace","116445:116565","0.500000","0"
"38","Embrace","116925:117085","0.365000","0"
"39","Embrace","119565:119645","0.117500","0"
"40","Embrace","123725:123885","0.332250","0"
"41","Embrace","135485:135605","0.606333","1"
"42","Embrace","142565:142645","0.410333","0"
"43","Embrace","147045:147125","0.193500","0"
"44","Embrace","149765:149925","0.475333","0"
"45","Embrace","153205:153285","0.488500","0"
"46","Embrace","153405:153485","0.510500","1"
"47","Embrace","156205:156285","0.264500","0"
"48","Embrace","160165:160245","0.166667","0"
"49","Embrace","165405:165485","0.484000","0"
"1","CellToEar","165:325","0.356250","0"
"2","CellToEar","1005:1085","0.411000","0"
"3","CellToEar","2685:2765","0.190000","0"
"4","CellToEar","3725:3845","0.125000","0"
"5","CellToEar","4245:4325","0.180667","0"
"6","CellToEar","7525:7605","0.191000","0"
"7","CellToEar","7805:7885","0.186333","0"
"8","CellToEar","8645:8765","0.208750","0"
"9","CellToEar","8925:9045","0.154000","0"
"10","CellToEar","10005:10085","0.275500","0"
"11","CellToEar","10885:10965","0.339500","0"
"12","CellToEar","12565:12685","0.162500","0"
"13","CellToEar","14045:14125","0.153667","0"
"14","CellToEar","14285:14365","0.182667","0"
"15","CellToEar","20525:20605","0.443000","0"
"16","CellToEar","22685:22765","0.133000","0"
"17","CellToEar","25125:25205","0.247500","0"
"18","CellToEar","26565:26685","0.201250","0"
"19","CellToEar","27005:27245","0.256714","0"
"20","CellToEar","28845:29045","0.271000","0"
"21","CellToEar","29325:30045","0.224706","0"
"22","CellToEar","30405:30565","0.220333","0"
"23","CellToEar","32045:32325","0.248250","0"
"24","CellToEar","32445:32565","0.165250","0"
"25","CellToEar","34805:35005","0.202800","0"
"26","CellToEar","35805:36005","0.151600","0"
"27","CellToEar","36125:36205","0.142667","0"
"28","CellToEar","36325:36405","0.123500","0"
"29","CellToEar","36565:36645","0.311667","0"
"30","CellToEar","36965:38685","0.251270","0"
"31","CellToEar","39365:39525","0.178250","0"
"32","CellToEar","39805:40085","0.342833","0"
"33","CellToEar","41805:41885","0.290667","0"
"34","CellToEar","42965:43085","0.188333","0"
"35","CellToEar","43845:43925","0.129500","0"
"36","CellToEar","44045:44125","0.185000","0"
"37","CellToEar","44245:44325","0.244000","0"
"38","CellToEar","46365:46605","0.169000","0"
"39","CellToEar","47445:47525","0.543000","1"
"40","CellToEar","47765:48165","0.137333","0"
"41","CellToEar","48285:48405","0.197000","0"
"42","CellToEar","49765:49965","0.201800","0"
"43","CellToEar","50085:50165","0.160333","0"
"44","CellToEar","50685:50805","0.154667","0"
"45","CellToEar","51885:52085","0.218400","0"
"46","CellToEar","52205:54085","0.321366","0"
"47","CellToEar","54245:55085","0.297714","0"
"48","CellToEar","55205:56085","0.484000","0"
"49","CellToEar","56445:56525","0.162000","0"
"50","CellToEar","57885:58085","0.239400","0"
"51","CellToEar","58805:59205","0.275889","0"
"52","CellToEar","60365:60445","0.186500","0"
"53","CellToEar","62165:62285","0.157333","0"
"54","CellToEar","62845:63005","0.224000","0"
"55","CellToEar","63885:63965","0.182000","0"
"56","CellToEar","64485:64645","0.159667","0"
"57","CellToEar","64885:64965","0.187000","0"
"58","CellToEar","65565:65645","0.108000","0"
"59","CellToEar","65925:66005","0.427500","0"
"60","CellToEar","66445:66525","0.302000","0"
"61","CellToEar","66765:67165","0.330800","0"
"62","CellToEar","67285:67365","0.155500","0"
"63","CellToEar","68125:68285","0.103667","0"
"64","CellToEar","68765:68845","0.120500","0"
"65","CellToEar","69685:69765","0.263333","0"
"66","CellToEar","69925:70325","0.203222","0"
"67","CellToEar","70565:71005","0.150778","0"
"68","CellToEar","72005:72085","0.276000","0"
"69","CellToEar","72485:72565","0.365667","0"
"70","CellToEar","73325:73485","0.233500","0"
"71","CellToEar","73645:74005","0.270000","0"
"72","CellToEar","75965:76045","0.138000","0"
"73","CellToEar","76885:77045","0.214000","0"
"74","CellToEar","77485:77565","0.143500","0"
"75","CellToEar","79245:79325","0.154500","0"
"76","CellToEar","80725:80885","0.193667","0"
"77","CellToEar","82565:82645","0.263500","0"
"78","CellToEar","83085:83205","0.380750","0"
"79","CellToEar","83325:83485","0.171000","0"
"80","CellToEar","84165:84245","0.158500","0"
"81","CellToEar","84365:84645","0.312750","0"
"82","CellToEar","84765:85285","0.444077","0"
"83","CellToEar","86325:86605","0.267571","0"
"84","CellToEar","86725:86805","0.234667","0"
"85","CellToEar","87845:87925","0.316000","0"
"86","CellToEar","88685:88765","0.173000","0"
"87","CellToEar","89445:89605","0.158250","0"
"88","CellToEar","89765:89845","0.184000","0"
"89","CellToEar","92445:92685","0.366200","0"
"90","CellToEar","92805:92965","0.191400","0"
"91","CellToEar","93765:94005","0.138500","0"
"92","CellToEar","94325:94605","0.383857","0"
"93","CellToEar","95325:95605","0.283857","0"
"94","CellToEar","96445:96525","0.323667","0"
"95","CellToEar","97245:97365","0.229333","0"
"96","CellToEar","97805:97925","0.161500","0"
"97","CellToEar","98805:98925","0.144667","0"
"98","CellToEar","101285:101445","0.633250","1"
"99","CellToEar","102445:102565","0.259333","0"
"100","CellToEar","102685:102845","0.239750","0"
"101","CellToEar","103245:103605","0.210000","0"
"102","CellToEar","103725:103845","0.406000","0"
"103","CellToEar","104005:104085","0.213000","0"
"104","CellToEar","104445:104685","0.213500","0"
"105","CellToEar","105085:105165","0.184333","0"
"106","CellToEar","105725:105805","0.183667","0"
"107","CellToEar","106485:106565","0.150500","0"
"108","CellToEar","107165:107325","0.181500","0"
"109","CellToEar","109085:109325","0.152250","0"
"110","CellToEar","110725:110805","0.126667","0"
"111","CellToEar","110965:111045","0.146333","0"
"112","CellToEar","112085:112405","0.162571","0"
"113","CellToEar","113045:113165","0.161000","0"
"114","CellToEar","114085:114205","0.148333","0"
"115","CellToEar","114645:114725","0.297500","0"
"116","CellToEar","115085:115165","0.455000","0"
"117","CellToEar","115805:115885","0.267000","0"
"118","CellToEar","121285:121405","0.162000","0"
"119","CellToEar","123325:123445","0.159333","0"
"120","CellToEar","123765:124045","0.154500","0"
"121","CellToEar","126685:126805","0.246000","0"
"122","CellToEar","129765:129845","0.278000","0"
"123","CellToEar","131285:131365","0.161000","0"
"124","CellToEar","132765:132885","0.300333","0"
"125","CellToEar","134045:134125","0.160500","0"
"126","CellToEar","134245:134405","0.212333","0"
"127","CellToEar","140245:140325","0.114500","0"
"128","CellToEar","140765:140845","0.197000","0"
"129","CellToEar","141765:141845","0.122500","0"
"130","CellToEar","142005:142125","0.146333","0"
"131","CellToEar","142365:142805","0.223000","0"
"132","CellToEar","143245:143365","0.194333","0"
"133","CellToEar","143645:143845","0.262000","0"
"134","CellToEar","147165:147245","0.199000","0"
"135","CellToEar","148725:148845","0.538667","1"
"136","CellToEar","149685:149845","0.240600","0"
"137","CellToEar","150805:150885","0.573000","1"
"138","CellToEar","153045:153685","0.163313","0"
"139","CellToEar","154285:154405","0.127667","0"
"140","CellToEar","155725:155805","0.390000","0"
"141","CellToEar","156205:156285","0.498000","0"
"142","CellToEar","156685:156805","0.156000","0"
"143","CellToEar","157165:157285","0.215000","0"
"144","CellToEar","159005:159165","0.212600","0"
"145","CellToEar","160005:160405","0.217375","0"
"146","CellToEar","160765:160845","0.150667","0"
"147","CellToEar","165325:165525","0.334833","0"
"148","CellToEar","166645:166965","0.444333","0"
"149","CellToEar","167125:167285","0.175200","0"
"150","CellToEar","167725:167805","0.247333","0"
"151","CellToEar","169085:169165","0.339667","0"
"152","CellToEar","169405:169485","0.155333","0"
"153","CellToEar","172845:172925","0.265000","0"
"154","CellToEar","173125:173205","0.268667","0"
"155","CellToEar","173365:173685","0.356143","0"
"156","CellToEar","174565:174645","0.210500","0"
"157","CellToEar","174925:175045","0.367667","0"
"158","CellToEar","175165:175245","0.148500","0"
"159","CellToEar","175965:176405","0.234400","0"
"160","CellToEar","178365:178485","0.243667","0"
"161","CellToEar","181565:181645","0.363000","0"
"1","Pointing","125:885","0.440250","0"
"2","Pointing","2645:2765","0.319250","0"
"3","Pointing","2885:2965","0.432333","0"
"4","Pointing","3205:3285","0.682000","1"
"5","Pointing","5605:5685","0.155000","0"
"6","Pointing","6405:6485","0.446500","0"
"7","Pointing","6765:6885","0.355333","0"
"8","Pointing","7525:7805","0.411429","0"
"9","Pointing","8045:8125","0.443000","0"
"10","Pointing","8405:8605","0.183600","0"
"11","Pointing","8925:9245","0.237857","0"
"12","Pointing","9565:9645","0.605000","1"
"13","Pointing","9805:9885","0.254500","0"
"14","Pointing","10765:11085","0.276833","0"
"15","Pointing","11405:11525","0.482333","0"
"16","Pointing","14285:14365","0.503000","1"
"17","Pointing","15685:15805","0.677667","1"
"18","Pointing","17685:17805","0.510750","1"
"19","Pointing","18685:18805","0.550000","1"
"20","Pointing","18965:19205","0.402286","0"
"21","Pointing","19885:20325","0.266571","0"
"22","Pointing","21605:21725","0.587500","1"
"23","Pointing","22125:22205","0.562500","1"
"24","Pointing","22765:22925","0.261667","0"
"25","Pointing","24445:24605","0.369750","0"
"26","Pointing","25685:25765","0.316667","0"
"27","Pointing","25965:26045","0.242000","0"
"28","Pointing","26525:26685","0.460000","0"
"29","Pointing","27125:27245","0.181000","0"
