"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","5:205","0.752333","1"
"2","Embrace","1045:1125","0.417000","0"
"3","Embrace","10205:10445","0.280000","0"
"4","Embrace","10685:10845","0.542800","1"
"5","Embrace","22685:22845","0.531667","1"
"6","Embrace","25085:25165","0.116000","0"
"7","Embrace","26605:26725","0.378667","0"
"8","Embrace","26845:26925","0.239333","0"
"9","Embrace","27125:27485","0.290750","0"
"10","Embrace","27645:27725","0.541500","1"
"11","Embrace","28165:28285","0.395000","0"
"12","Embrace","29245:29325","0.462000","0"
"13","Embrace","32365:32485","0.299333","0"
"14","Embrace","33045:33285","0.193286","0"
"15","Embrace","33525:33645","0.189000","0"
"16","Embrace","33885:34045","0.312600","0"
"17","Embrace","45245:45325","0.734500","1"
"18","Embrace","46725:46885","0.595800","1"
"19","Embrace","47605:47885","0.326857","0"
"20","Embrace","48005:48165","0.366000","0"
"21","Embrace","48325:48645","0.385500","0"
"22","Embrace","49245:49445","0.327600","0"
"23","Embrace","54685:54805","0.180333","0"
"24","Embrace","56405:56485","0.232500","0"
"25","Embrace","57845:57925","0.609667","1"
"26","Embrace","60805:60885","0.309000","0"
"27","Embrace","62165:62405","0.406500","0"
"28","Embrace","62525:62645","0.774500","1"
"29","Embrace","64085:64165","0.145667","0"
"30","Embrace","64285:64365","0.243500","0"
"31","Embrace","64645:64765","0.470500","0"
"32","Embrace","67205:67685","0.595000","1"
"33","Embrace","67965:68045","0.199500","0"
"34","Embrace","68565:68645","0.127333","0"
"35","Embrace","69245:69325","0.378000","0"
"36","Embrace","69925:70045","0.147667","0"
"37","Embrace","70845:71045","0.192250","0"
"38","Embrace","72885:73365","0.587308","1"
"39","Embrace","73725:74045","0.306429","0"
"40","Embrace","75525:75885","0.461714","0"
"41","Embrace","76565:76645","0.413000","0"
"42","Embrace","77005:77085","0.363000","0"
"43","Embrace","102125:102525","0.185000","0"
"44","Embrace","102685:102845","0.309500","0"
"45","Embrace","102965:103125","0.155600","0"
"46","Embrace","103485:103805","0.295667","0"
"47","Embrace","103925:104045","0.244667","0"
"48","Embrace","104445:104605","0.387750","0"
"49","Embrace","105925:106125","0.265500","0"
"50","Embrace","106365:106445","0.193000","0"
"51","Embrace","106965:107045","0.150000","0"
"52","Embrace","107805:107885","0.403333","0"
"53","Embrace","108045:108125","0.585500","1"
"54","Embrace","108405:108485","0.190500","0"
"55","Embrace","108805:108885","0.238500","0"
"56","Embrace","122525:122605","0.581500","1"
"57","Embrace","124685:124765","0.601000","1"
"58","Embrace","125205:125405","0.320000","0"
"59","Embrace","126525:126965","0.579545","1"
"60","Embrace","127205:127365","0.395000","0"
"61","Embrace","128285:128365","0.444000","0"
"62","Embrace","128525:128725","0.587200","1"
"63","Embrace","128845:128965","0.565000","1"
"64","Embrace","129085:129525","0.406900","0"
"65","Embrace","129925:133085","0.551436","1"
"66","Embrace","133205:133485","0.367500","0"
"67","Embrace","134405:134805","0.323333","0"
"68","Embrace","136925:137245","0.338143","0"
"69","Embrace","137565:137685","0.402667","0"
"70","Embrace","138645:139005","0.428100","0"
"71","Embrace","139845:139965","0.645000","1"
"72","Embrace","140325:140765","0.496182","0"
"73","Embrace","141925:142405","0.400444","0"
"74","Embrace","143005:143125","0.181667","0"
"75","Embrace","143405:144005","0.556000","1"
"76","Embrace","144485:144565","0.565667","1"
"77","Embrace","144685:145005","0.457429","0"
"78","Embrace","145125:145245","0.304333","0"
"79","Embrace","145565:145965","0.606500","1"
"80","Embrace","146085:146325","0.688800","1"
"81","Embrace","146605:146965","0.497222","0"
"82","Embrace","147805:147925","0.306500","0"
"83","Embrace","148725:148805","0.468500","0"
"84","Embrace","148965:149045","0.188500","0"
"85","Embrace","149165:149325","0.412000","0"
"86","Embrace","149525:149765","0.552500","1"
"87","Embrace","150805:151205","0.626333","1"
"88","Embrace","152285:152485","0.380250","0"
"89","Embrace","152605:154205","0.447914","0"
"90","Embrace","154845:155085","0.314600","0"
"91","Embrace","155205:155365","0.529200","1"
"92","Embrace","156445:156805","0.433000","0"
"93","Embrace","157125:157205","0.255000","0"
"94","Embrace","158125:158245","0.255250","0"
"95","Embrace","159085:159165","0.501667","1"
"96","Embrace","160045:160445","0.554900","1"
"97","Embrace","160725:160845","0.172000","0"
"98","Embrace","168925:169005","0.141000","0"
"99","Embrace","174285:174405","0.263667","0"
"1","CellToEar","165:485","0.276167","0"
"2","CellToEar","1045:1445","0.293111","0"
"3","CellToEar","1805:1965","0.258667","0"
"4","CellToEar","2085:2205","0.498750","0"
"5","CellToEar","2725:2925","0.279200","0"
"6","CellToEar","3125:4205","0.218038","0"
"7","CellToEar","4365:4845","0.281667","0"
"8","CellToEar","5045:5125","0.354000","0"
