"ID","EventType","Framespan","DetectionScore","DetectionDecision"
"1","Embrace","3105:3265","0.201500","0"
"2","Embrace","3385:3545","0.119000","0"
"3","Embrace","4705:4825","0.196333","0"
"4","Embrace","6465:6705","0.379167","0"
"5","Embrace","8545:8665","0.471333","0"
"6","Embrace","9545:9745","0.444500","0"
"7","Embrace","10785:11385","0.217231","0"
"8","Embrace","12345:12585","0.273800","0"
"9","Embrace","17625:17705","0.151667","0"
"10","Embrace","20345:20465","0.253667","0"
"11","Embrace","22385:22705","0.281750","0"
"12","Embrace","23265:23345","0.319000","0"
"13","Embrace","23465:23625","0.727600","1"
"14","Embrace","24025:24145","0.182500","0"
"15","Embrace","24505:24585","0.237333","0"
"16","Embrace","24825:24905","0.318500","0"
"17","Embrace","25465:25545","0.358667","0"
"18","Embrace","26865:26945","0.592000","1"
"19","Embrace","27505:27585","0.215000","0"
"20","Embrace","28105:28345","0.531167","1"
"21","Embrace","28585:28665","0.140500","0"
"22","Embrace","29385:29785","0.264778","0"
"23","Embrace","31945:32185","0.332000","0"
"24","Embrace","32505:32825","0.435286","0"
"25","Embrace","32985:33225","0.491667","0"
"26","Embrace","33385:33625","0.416000","0"
"27","Embrace","34265:34425","0.167800","0"
"28","Embrace","34785:34865","0.378000","0"
"29","Embrace","36145:36265","0.248667","0"
"30","Embrace","36385:36585","0.371500","0"
"31","Embrace","39065:39505","0.489000","0"
"32","Embrace","39945:40025","0.737000","1"
"33","Embrace","40425:40665","0.174400","0"
"34","Embrace","46065:46225","0.561000","1"
"35","Embrace","47745:47825","0.705667","1"
"36","Embrace","48345:48425","0.434500","0"
"37","Embrace","50705:51265","0.396692","0"
"38","Embrace","51785:52305","0.366000","0"
"39","Embrace","54785:54865","0.638000","1"
"40","Embrace","54985:55585","0.527667","1"
"41","Embrace","55825:55905","0.302000","0"
"42","Embrace","56505:56585","0.415333","0"
"43","Embrace","57225:57305","0.316667","0"
"44","Embrace","57505:57665","0.400000","0"
"45","Embrace","58265:58425","0.380000","0"
"46","Embrace","59505:60105","0.536308","1"
"47","Embrace","60865:61185","0.467875","0"
"48","Embrace","61345:61425","0.578000","1"
"49","Embrace","61705:62585","0.635200","1"
"50","Embrace","62905:63025","0.683000","1"
"51","Embrace","63585:63785","0.500500","1"
"52","Embrace","65345:65425","0.302500","0"
"53","Embrace","65785:65985","0.750750","1"
"54","Embrace","66705:66785","0.193500","0"
"55","Embrace","67785:67945","0.543000","1"
"56","Embrace","68105:68185","0.305333","0"
"57","Embrace","68305:68705","0.484900","0"
"58","Embrace","69225:69465","0.433800","0"
"59","Embrace","69905:69985","0.433667","0"
"60","Embrace","70265:70465","0.438167","0"
"61","Embrace","73385:73505","0.433000","0"
"62","Embrace","73865:74025","0.521600","1"
"63","Embrace","74385:75025","0.397867","0"
"64","Embrace","75145:75265","0.541333","1"
"65","Embrace","75385:75545","0.263250","0"
"66","Embrace","77625:77865","0.252200","0"
"67","Embrace","78105:78585","0.391778","0"
"68","Embrace","81465:81585","0.851000","1"
"69","Embrace","81705:81785","0.474667","0"
"70","Embrace","82265:82985","0.424214","0"
"71","Embrace","83985:84625","0.455667","0"
"72","Embrace","88985:89065","0.201000","0"
"73","Embrace","89225:89345","0.430333","0"
"74","Embrace","91465:91665","0.571000","1"
"75","Embrace","92185:92265","0.115000","0"
